==============================================================
 NeuralFoil vs XFOIL Comparison Report
==============================================================


=== NeuralFoil vs XFOIL Error Summary ===
Mean |ΔCl| = 0.0058
Mean |ΔCd| = 0.00030
Mean |ΔCm| = 0.0021
RMS % Error Cl = 68.77%
RMS % Error Cd = 5.98%
RMS % Error Cm = 423.66%

AoA(deg)     Cl_XFOIL   Cl_NF   ΔCl     Cd_XFOIL   Cd_NF   ΔCd     Cm_XFOIL   Cm_NF   ΔCm
  -3.206   -0.19890   -0.19215   0.00675    0.00686    0.00670  -0.00016   -0.01370   -0.01546   -0.00176
  -3.121   -0.18930   -0.18266   0.00664    0.00682    0.00667  -0.00015   -0.01370   -0.01539   -0.00169
  -3.035   -0.17990   -0.17315   0.00675    0.00678    0.00664  -0.00014   -0.01360   -0.01533   -0.00173
  -2.950   -0.17030   -0.16361   0.00669    0.00675    0.00661  -0.00014   -0.01360   -0.01527   -0.00167
  -2.864   -0.16080   -0.15404   0.00676    0.00672    0.00657  -0.00015   -0.01350   -0.01521   -0.00171
  -2.693   -0.14190   -0.13483   0.00707    0.00666    0.00650  -0.00016   -0.01330   -0.01511   -0.00181
  -2.608   -0.13260   -0.12520   0.00740    0.00663    0.00647  -0.00016   -0.01320   -0.01506   -0.00186
  -2.523   -0.12760   -0.11557   0.01203    0.00688    0.00643  -0.00045   -0.01210   -0.01501   -0.00291
  -2.437   -0.12140   -0.10597   0.01543    0.00722    0.00641  -0.00081   -0.01150   -0.01496   -0.00346
  -2.352   -0.11340   -0.09642   0.01698    0.00736    0.00638  -0.00098   -0.01120   -0.01489   -0.00369
  -2.266   -0.10510   -0.08696   0.01814    0.00750    0.00637  -0.00113   -0.01100   -0.01480   -0.00380
  -2.181   -0.09690   -0.07763   0.01927    0.00763    0.00636  -0.00127   -0.01080   -0.01468   -0.00388
  -2.095   -0.08880   -0.06845   0.02035    0.00778    0.00636  -0.00142   -0.01060   -0.01455   -0.00395
  -2.010   -0.08130   -0.05942   0.02188    0.00800    0.00638  -0.00162   -0.01030   -0.01438   -0.00408
  -1.925   -0.07610   -0.05054   0.02556    0.00854    0.00641  -0.00213   -0.00970   -0.01420   -0.00450
  -1.839   -0.06710   -0.04178   0.02532    0.00859    0.00644  -0.00215   -0.00960   -0.01400   -0.00440
  -1.754   -0.05780   -0.03312   0.02468    0.00861    0.00649  -0.00212   -0.00960   -0.01378   -0.00418
  -1.668   -0.04850   -0.02459   0.02391    0.00861    0.00654  -0.00207   -0.00950   -0.01354   -0.00404
  -1.583   -0.03920   -0.01624   0.02296    0.00860    0.00661  -0.00199   -0.00950   -0.01328   -0.00378
  -1.498   -0.02990   -0.00825   0.02165    0.00860    0.00670  -0.00190   -0.00940   -0.01299   -0.00359
  -1.412   -0.02050   -0.00040   0.02010    0.00858    0.00681  -0.00177   -0.00940   -0.01267   -0.00327
  -1.327   -0.01110    0.00711   0.01821    0.00856    0.00698  -0.00158   -0.00940   -0.01232   -0.00292
  -1.241   -0.00180    0.01454   0.01634    0.00855    0.00720  -0.00135   -0.00930   -0.01197   -0.00267
  -1.156    0.00750    0.02208   0.01458    0.00854    0.00744  -0.00110   -0.00930   -0.01164   -0.00234
  -1.070    0.01690    0.02985   0.01295    0.00851    0.00767  -0.00084   -0.00920   -0.01138   -0.00218
  -0.985    0.02630    0.03786   0.01156    0.00849    0.00786  -0.00063   -0.00920   -0.01119   -0.00199
  -0.899    0.03570    0.04608   0.01038    0.00847    0.00800  -0.00047   -0.00910   -0.01105   -0.00195
  -0.814    0.04500    0.05449   0.00949    0.00845    0.00811  -0.00034   -0.00910   -0.01094   -0.00184
  -0.729    0.05430    0.06312   0.00882    0.00845    0.00819  -0.00026   -0.00900   -0.01084   -0.00184
  -0.643    0.06360    0.07198   0.00838    0.00843    0.00823  -0.00020   -0.00900   -0.01076   -0.00176
  -0.558    0.07310    0.08107   0.00797    0.00841    0.00825  -0.00016   -0.00900   -0.01069   -0.00169
  -0.472    0.08250    0.09034   0.00784    0.00839    0.00824  -0.00015   -0.00890   -0.01062   -0.00172
  -0.387    0.09190    0.09972   0.00782    0.00838    0.00822  -0.00016   -0.00890   -0.01056   -0.00166
  -0.301    0.10130    0.10925   0.00795    0.00837    0.00820  -0.00017   -0.00880   -0.01049   -0.00169
  -0.216    0.11060    0.11856   0.00796    0.00838    0.00818  -0.00020   -0.00880   -0.01041   -0.00161
  -0.045    0.12960    0.13740   0.00780    0.00836    0.00817  -0.00019   -0.00870   -0.01027   -0.00157
   0.040    0.13900    0.14682   0.00782    0.00836    0.00818  -0.00018   -0.00870   -0.01020   -0.00150
   0.126    0.14850    0.15626   0.00776    0.00836    0.00820  -0.00016   -0.00860   -0.01013   -0.00153
   0.211    0.15800    0.16572   0.00772    0.00837    0.00823  -0.00014   -0.00860   -0.01006   -0.00146
   0.296    0.16740    0.17520   0.00780    0.00840    0.00826  -0.00014   -0.00860   -0.01000   -0.00140
   0.382    0.17680    0.18470   0.00790    0.00841    0.00829  -0.00012   -0.00850   -0.00994   -0.00144
   0.467    0.18640    0.19421   0.00781    0.00841    0.00833  -0.00008   -0.00850   -0.00989   -0.00139
   0.553    0.19600    0.20373   0.00773    0.00842    0.00838  -0.00004   -0.00850   -0.00983   -0.00133
   0.638    0.20560    0.21326   0.00766    0.00844    0.00842  -0.00002   -0.00850   -0.00978   -0.00128
   0.724    0.21510    0.22280   0.00770    0.00846    0.00846   0.00000   -0.00840   -0.00973   -0.00133
   0.809    0.22460    0.23233   0.00773    0.00850    0.00851   0.00001   -0.00840   -0.00968   -0.00128
   0.894    0.23420    0.24185   0.00765    0.00852    0.00855   0.00003   -0.00840   -0.00963   -0.00123
   0.980    0.24390    0.25137   0.00747    0.00854    0.00860   0.00006   -0.00840   -0.00958   -0.00118
   1.065    0.25360    0.26088   0.00728    0.00856    0.00864   0.00008   -0.00840   -0.00953   -0.00113
   1.151    0.26320    0.27038   0.00718    0.00858    0.00868   0.00010   -0.00840   -0.00948   -0.00108
   1.236    0.27270    0.27986   0.00716    0.00861    0.00872   0.00011   -0.00840   -0.00943   -0.00103
   1.322    0.28230    0.28934   0.00704    0.00866    0.00877   0.00011   -0.00840   -0.00938   -0.00098
   1.407    0.29190    0.29880   0.00690    0.00868    0.00881   0.00013   -0.00830   -0.00933   -0.00103
   1.492    0.30160    0.30824   0.00664    0.00870    0.00885   0.00015   -0.00840   -0.00929   -0.00089
   1.578    0.31130    0.31768   0.00638    0.00873    0.00889   0.00016   -0.00840   -0.00924   -0.00084
   1.663    0.32090    0.32710   0.00620    0.00875    0.00893   0.00018   -0.00840   -0.00919   -0.00079
   1.749    0.33040    0.33651   0.00611    0.00879    0.00897   0.00018   -0.00830   -0.00914   -0.00084
   1.834    0.34000    0.34591   0.00591    0.00883    0.00901   0.00018   -0.00830   -0.00909   -0.00079
   1.920    0.34970    0.35530   0.00560    0.00885    0.00905   0.00020   -0.00840   -0.00905   -0.00065
   2.005    0.35940    0.36469   0.00529    0.00887    0.00909   0.00022   -0.00840   -0.00900   -0.00060
   2.091    0.36890    0.37417   0.00527    0.00890    0.00912   0.00022   -0.00840   -0.00896   -0.00056
   2.176    0.37850    0.38343   0.00493    0.00895    0.00916   0.00021   -0.00840   -0.00891   -0.00051
   2.261    0.38820    0.39280   0.00460    0.00898    0.00920   0.00022   -0.00840   -0.00887   -0.00047
   2.347    0.39780    0.40216   0.00436    0.00900    0.00924   0.00024   -0.00840   -0.00882   -0.00042
   2.432    0.40730    0.41152   0.00422    0.00903    0.00928   0.00025   -0.00840   -0.00878   -0.00038
   2.518    0.41690    0.42087   0.00397    0.00907    0.00931   0.00024   -0.00840   -0.00873   -0.00033
   2.603    0.42640    0.43022   0.00382    0.00912    0.00935   0.00023   -0.00830   -0.00869   -0.00039
   2.688    0.43600    0.43958   0.00358    0.00914    0.00939   0.00025   -0.00840   -0.00865   -0.00025
   2.774    0.44560    0.44893   0.00333    0.00916    0.00943   0.00027   -0.00840   -0.00861   -0.00021
   2.859    0.45510    0.45829   0.00319    0.00920    0.00946   0.00026   -0.00830   -0.00857   -0.00027
   2.945    0.46450    0.46765   0.00315    0.00925    0.00950   0.00025   -0.00830   -0.00853   -0.00023
   3.030    0.47420    0.47701   0.00281    0.00927    0.00954   0.00027   -0.00830   -0.00849   -0.00019
   3.201    0.49310    0.49574   0.00264    0.00935    0.00961   0.00026   -0.00830   -0.00842   -0.00012
   3.286    0.50260    0.50512   0.00252    0.00939    0.00965   0.00026   -0.00830   -0.00838   -0.00008
   3.372    0.51210    0.51451   0.00241    0.00942    0.00969   0.00027   -0.00830   -0.00835   -0.00005
   3.457    0.52150    0.52390   0.00240    0.00947    0.00973   0.00026   -0.00830   -0.00832   -0.00002
   3.543    0.53090    0.53330   0.00240    0.00953    0.00977   0.00024   -0.00830   -0.00830    0.00000
   3.628    0.54040    0.54271   0.00231    0.00956    0.00981   0.00025   -0.00830   -0.00828    0.00002
   3.714    0.54980    0.55213   0.00233    0.00959    0.00985   0.00026   -0.00830   -0.00826    0.00004
   3.799    0.55910    0.56156   0.00246    0.00965    0.00989   0.00024   -0.00820   -0.00824   -0.00004
   3.884    0.56850    0.57100   0.00250    0.00969    0.00993   0.00024   -0.00820   -0.00823   -0.00003
   3.970    0.57790    0.58044   0.00254    0.00974    0.00997   0.00023   -0.00820   -0.00821   -0.00001
   4.055    0.58720    0.58989   0.00269    0.00980    0.01001   0.00021   -0.00820   -0.00820    0.00000
   4.141    0.59650    0.59933   0.00283    0.00984    0.01006   0.00022   -0.00810   -0.00819   -0.00009
   4.226    0.60580    0.60875   0.00295    0.00989    0.01010   0.00021   -0.00810   -0.00818   -0.00008
   4.312    0.61500    0.61815   0.00315    0.00995    0.01014   0.00019   -0.00810   -0.00815   -0.00005
   4.397    0.62430    0.62749   0.00319    0.01000    0.01019   0.00019   -0.00800   -0.00812   -0.00012
   4.482    0.63360    0.63676   0.00316    0.01006    0.01023   0.00017   -0.00800   -0.00807   -0.00007
   4.568    0.64270    0.64594   0.00324    0.01011    0.01027   0.00016   -0.00800   -0.00799    0.00001
   4.653    0.65190    0.65500   0.00310    0.01016    0.01031   0.00015   -0.00790   -0.00789    0.00001
   4.739    0.66110    0.66392   0.00282    0.01021    0.01035   0.00014   -0.00790   -0.00775    0.00015
   4.824    0.67010    0.67270   0.00260    0.01029    0.01039   0.00010   -0.00780   -0.00758    0.00022
   4.910    0.67920    0.68135   0.00215    0.01033    0.01042   0.00009   -0.00770   -0.00737    0.00033
   4.995    0.68820    0.68991   0.00171    0.01039    0.01046   0.00007   -0.00770   -0.00713    0.00057
   5.080    0.69710    0.69843   0.00133    0.01046    0.01049   0.00003   -0.00760   -0.00687    0.00073
   5.166    0.70610    0.70702   0.00092    0.01049    0.01051   0.00002   -0.00750   -0.00662    0.00088
   5.251    0.71500    0.71580   0.00080    0.01056    0.01054  -0.00002   -0.00740   -0.00639    0.00101
   5.337    0.72380    0.72491   0.00111    0.01061    0.01057  -0.00004   -0.00730   -0.00623    0.00107
   5.422    0.73280    0.73447   0.00167    0.01066    0.01059  -0.00007   -0.00720   -0.00616    0.00104
   5.508    0.74140    0.74458   0.00318    0.01072    0.01062  -0.00010   -0.00710   -0.00620    0.00090
   5.593    0.75020    0.75529   0.00509    0.01076    0.01065  -0.00011   -0.00700   -0.00637    0.00063
   5.678    0.75870    0.76657   0.00787    0.01080    0.01069  -0.00011   -0.00680   -0.00668    0.00012
   5.764    0.76680    0.77830   0.01150    0.01084    0.01074  -0.00010   -0.00660   -0.00709   -0.00049
   5.849    0.77310    0.79031   0.01721    0.01074    0.01079   0.00005   -0.00580   -0.00758   -0.00178
   5.935    0.78620    0.80238   0.01618    0.01072    0.01085   0.00013   -0.00640   -0.00810   -0.00170
   6.020    0.80160    0.81432   0.01272    0.01086    0.01091   0.00005   -0.00780   -0.00861   -0.00081
   6.106    0.81500    0.82595   0.01095    0.01097    0.01098   0.00001   -0.00880   -0.00907   -0.00027
   6.191    0.82790    0.83715   0.00925    0.01110    0.01105  -0.00005   -0.00960   -0.00946    0.00014
   6.276    0.84080    0.84788   0.00708    0.01122    0.01113  -0.00009   -0.01040   -0.00975    0.00065
   6.362    0.85420    0.85813   0.00393    0.01134    0.01121  -0.00013   -0.01140   -0.00995    0.00145
   6.447    0.86780    0.86792   0.00012    0.01149    0.01129  -0.00020   -0.01240   -0.01006    0.00234
   6.533    0.87960    0.87731  -0.00229    0.01160    0.01138  -0.00022   -0.01300   -0.01009    0.00291
   6.618    0.88780    0.88638  -0.00142    0.01169    0.01148  -0.00021   -0.01280   -0.01005    0.00275
   6.704    0.89570    0.89517  -0.00053    0.01180    0.01157  -0.00023   -0.01250   -0.00996    0.00254
   6.789    0.90360    0.90376   0.00016    0.01193    0.01168  -0.00025   -0.01230   -0.00982    0.00248
   6.874    0.91180    0.91220   0.00040    0.01201    0.01178  -0.00023   -0.01200   -0.00965    0.00235
   6.960    0.91990    0.92052   0.00062    0.01212    0.01189  -0.00023   -0.01180   -0.00946    0.00234
   7.045    0.92780    0.92876   0.00096    0.01224    0.01201  -0.00023   -0.01150   -0.00924    0.00226
   7.131    0.93570    0.93694   0.00124    0.01237    0.01213  -0.00024   -0.01130   -0.00901    0.00229
   7.216    0.94390    0.94508   0.00118    0.01246    0.01225  -0.00021   -0.01110   -0.00878    0.00232
   7.301    0.95190    0.95310   0.00120    0.01257    0.01238  -0.00019   -0.01080   -0.00853    0.00227
   7.387    0.95980    0.96128   0.00148    0.01270    0.01251  -0.00019   -0.01060   -0.00828    0.00232
   7.472    0.96750    0.96935   0.00185    0.01285    0.01264  -0.00021   -0.01030   -0.00803    0.00227
   7.558    0.97580    0.97741   0.00161    0.01294    0.01277  -0.00017   -0.01010   -0.00777    0.00233
   7.643    0.98390    0.98545   0.00155    0.01304    0.01291  -0.00013   -0.00990   -0.00752    0.00238
   7.729    0.99190    0.99349   0.00159    0.01316    0.01305  -0.00011   -0.00970   -0.00726    0.00244
   7.814    0.99990    1.00151   0.00161    0.01329    0.01319  -0.00010   -0.00940   -0.00701    0.00239
   7.899    1.00760    1.00952   0.00192    0.01344    0.01333  -0.00011   -0.00920   -0.00675    0.00245
   7.985    1.01590    1.01751   0.00161    0.01354    0.01347  -0.00007   -0.00900   -0.00649    0.00251
   8.070    1.02400    1.02550   0.00150    0.01365    0.01361  -0.00004   -0.00880   -0.00624    0.00256
   8.156    1.03210    1.03347   0.00137    0.01377    0.01375  -0.00002   -0.00860   -0.00598    0.00262
   8.241    1.04000    1.04143   0.00143    0.01391    0.01390  -0.00001   -0.00840   -0.00573    0.00267
   8.327    1.04780    1.04937   0.00157    0.01407    0.01404  -0.00003   -0.00810   -0.00547    0.00263
   8.412    1.05570    1.05730   0.00160    0.01421    0.01419  -0.00002   -0.00790   -0.00521    0.00269
   8.498    1.06390    1.06530   0.00140    0.01433    0.01434   0.00001   -0.00770   -0.00495    0.00275
   8.583    1.07190    1.07311   0.00121    0.01445    0.01449   0.00004   -0.00750   -0.00469    0.00281
   8.668    1.07990    1.08098   0.00108    0.01458    0.01464   0.00006   -0.00730   -0.00443    0.00287
   8.754    1.08780    1.08884   0.00104    0.01473    0.01479   0.00006   -0.00710   -0.00417    0.00293
   8.839    1.09560    1.09667   0.00107    0.01489    0.01495   0.00006   -0.00690   -0.00390    0.00300
   8.925    1.10310    1.10448   0.00138    0.01508    0.01510   0.00002   -0.00660   -0.00364    0.00296
   9.010    1.11090    1.11227   0.00137    0.01525    0.01526   0.00001   -0.00640   -0.00337    0.00303
   9.095    1.11900    1.12003   0.00103    0.01536    0.01542   0.00006   -0.00620   -0.00310    0.00310
   9.181    1.12710    1.12777   0.00067    0.01549    0.01558   0.00009   -0.00600   -0.00282    0.00318
   9.266    1.13510    1.13548   0.00038    0.01562    0.01575   0.00013   -0.00580   -0.00255    0.00325
   9.352    1.14300    1.14316   0.00016    0.01576    0.01592   0.00016   -0.00560   -0.00227    0.00333
   9.437    1.15080    1.15081   0.00001    0.01592    0.01608   0.00016   -0.00540   -0.00198    0.00342
   9.523    1.15840    1.15844   0.00004    0.01609    0.01626   0.00017   -0.00520   -0.00170    0.00350
   9.608    1.16580    1.16602   0.00022    0.01628    0.01643   0.00015   -0.00490   -0.00141    0.00349
   9.694    1.17310    1.17367   0.00057    0.01649    0.01660   0.00011   -0.00460   -0.00112    0.00348
   9.779    1.18100    1.18110   0.00010    0.01663    0.01678   0.00015   -0.00440   -0.00083    0.00357
   9.864    1.18890    1.18859  -0.00031    0.01677    0.01696   0.00019   -0.00420   -0.00053    0.00367
   9.950    1.19670    1.19603  -0.00067    0.01692    0.01715   0.00023   -0.00400   -0.00023    0.00377
  10.035    1.20440    1.20344  -0.00096    0.01707    0.01733   0.00026   -0.00380    0.00007    0.00387
  10.121    1.21200    1.21080  -0.00120    0.01723    0.01752   0.00029   -0.00360    0.00038    0.00398
  10.206    1.21950    1.21813  -0.00137    0.01740    0.01771   0.00031   -0.00340    0.00069    0.00409
  10.291    1.22690    1.22540  -0.00150    0.01759    0.01790   0.00031   -0.00310    0.00101    0.00411
  10.377    1.23420    1.23263  -0.00157    0.01778    0.01810   0.00032   -0.00290    0.00133    0.00423
  10.462    1.24110    1.23981  -0.00129    0.01801    0.01829   0.00028   -0.00260    0.00165    0.00425
  10.548    1.24760    1.24694  -0.00066    0.01828    0.01849   0.00021   -0.00220    0.00198    0.00418
  10.633    1.25490    1.25402  -0.00088    0.01847    0.01870   0.00023   -0.00190    0.00232    0.00422
  10.719    1.26240    1.26104  -0.00136    0.01863    0.01890   0.00027   -0.00170    0.00266    0.00436
  10.804    1.26970    1.26800  -0.00170    0.01880    0.01911   0.00031   -0.00150    0.00300    0.00450
  10.889    1.27700    1.27490  -0.00210    0.01897    0.01932   0.00035   -0.00120    0.00336    0.00456
  10.975    1.28420    1.28174  -0.00246    0.01916    0.01954   0.00038   -0.00090    0.00372    0.00462
  11.060    1.29130    1.28852  -0.00278    0.01934    0.01976   0.00042   -0.00070    0.00408    0.00478
  11.146    1.29840    1.29523  -0.00317    0.01953    0.01998   0.00045   -0.00040    0.00445    0.00485
  11.231    1.30530    1.30187  -0.00343    0.01973    0.02021   0.00048   -0.00010    0.00483    0.00493
  11.317    1.31210    1.30843  -0.00367    0.01995    0.02043   0.00048    0.00020    0.00522    0.00502
  11.402    1.31870    1.31493  -0.00377    0.02017    0.02067   0.00050    0.00050    0.00561    0.00511
  11.487    1.32500    1.32134  -0.00366    0.02042    0.02090   0.00048    0.00090    0.00601    0.00511
  11.573    1.33090    1.32766  -0.00324    0.02070    0.02114   0.00044    0.00130    0.00642    0.00512
  11.658    1.33610    1.33390  -0.00220    0.02103    0.02138   0.00035    0.00180    0.00684    0.00504
  11.744    1.34150    1.34005  -0.00145    0.02134    0.02163   0.00029    0.00220    0.00727    0.00507
  11.829    1.34850    1.34609  -0.00241    0.02151    0.02188   0.00037    0.00250    0.00771    0.00521
  11.915    1.35520    1.35202  -0.00318    0.02170    0.02214   0.00044    0.00280    0.00816    0.00536
  12.000    1.36180    1.35782  -0.00398    0.02189    0.02240   0.00051    0.00310    0.00862    0.00552
